epoch,loss,episodes,steps,win count,win_rate,optimal_path_length,suboptimal_steps,total_reward,learning_rate,elapsed_time
0,0.03706178112886846,100,0,21,0.21,2,98,-980.4499999999997,0.001,2.7050464153289795
1,0.05903157114982605,100,0,21,0.21,5,95,-983.0499999999997,0.001,5.495513916015625
2,0.05994905612431466,100,0,28,0.28,7,93,-886.6500000000003,0.001,8.188716888427734
3,0.06419950055889785,100,0,31,0.31,8,92,-843.8199999999998,0.001,11.179633378982544
4,0.05452928122133017,100,0,20,0.2,6,94,-994.3199999999996,0.001,13.850239992141724
5,0.062311510005965826,100,0,34,0.34,7,93,-805.78,0.001,16.251094579696655
6,0.05509200104512274,100,0,29,0.29,7,93,-871.4200000000004,0.001,18.75556969642639
7,0.06084306332282722,100,0,29,0.29,6,94,-873.6199999999997,0.001,21.763973236083984
8,0.06338617159985006,100,0,37,0.37,8,92,-765.12,0.001,24.253812551498413
9,0.062247790275141594,100,0,24,0.24,4,96,-940.9699999999999,0.001,26.81144118309021
10,0.05753905834630132,100,0,31,0.31,2,98,-844.4699999999998,0.001,29.258620023727417
11,0.044805748192593454,100,0,25,0.25,2,98,-928.1600000000002,0.001,31.925272941589355
12,0.05430267095565796,100,0,36,0.36,5,95,-776.44,0.001,34.88437628746033
13,0.053455618573352695,100,0,41,0.41,5,95,-708.43,0.001,37.155433177948
14,0.027720414204522967,100,0,80,0.8,5,95,-181.87000000000012,0.001,38.51293587684631
15,0.006488182104949374,100,0,95,0.95,7,93,20.67000000000003,0.001,39.69188404083252
16,0.00236524102063413,100,0,98,0.98,4,96,60.99000000000005,0.001,40.71732187271118
17,0.0023176266009704706,100,0,100,1.0,7,93,86.51999999999997,0.001,41.71368074417114
